title,date,year,description,subject,id,refID
"October 24th, 1950",1950-10-24,1950," Activities placement cards (pg 1, c7) | Blood drive (pg 1, c7) | Campus chest (pg 1, c2) | Cross-country (pg 4, c1) | Dad's day (pg 1, c3) | Election board (pg 1, c8) | Extension service (pg 1, c4) | Football - Freshman (pg 4, c1) | Girls Rifle club (pg 1, c1) | International relations club (pg 1, c5) | Intramural (pg 4, c5) | Photo (pg 2, c3) | Rhodes (pg 1, c6) | Sundet, Sherman (pg 2, c1) | University of Idaho vs. WSC (pg 4, c2)","Activities placement cards; Blood drive; Campus chest; Intramural track; Dad's day; Election board; Extension service; Football - Freshman; Girls Rifle club; International relations club; Football; Brown, John; Scholarships; Sundet, Sherman; Football",ARG-1950-10-24,2072
"October 27th, 1950",1950-10-27,1950," Alumni (pg 1, c4) | Blood drive (pg 1, c7) | Cross-country (pg 4, c6) | Dad's day (pg 1, c3) | Davis brothers. Photo (pg 3, c4) | Debate, Women's Intramural (pg 3, c3) | Election board (pg 3, c3) | Football - Freshman (pg 4, c1) | Foreign student. Photo (pg 1, c3) | Foreign students (pg 1, c7) | G.I. Bill (pg 2, c5) | Gifts to University of Idaho (pg 1, c6) | Golf (pg 4, c7) | Hell Divers (pg 1, c6) | Hockey (pg 3, c4) | Intercollegiate Knights (pg 1, c2) | Photo (pg 1, c3) | Photo (pg 1, c5) | Rallies (pg 1, c5) | Slates (pg 1, c8) | University of Idaho vs. WSC (pg 4, c3)","Alumni; Blood drive; Intramural track; Dad's day; Scholarships; Debate, Women's Intramural; Election board; Football - Freshman; Tomasson, Tomas; Foreign students; G.I. Bill; Gifts to University of Idaho; Golf; Hell Divers; Hockey; Intercollegiate Knights; Lattig, H.E. (Dean); Riggers, Stanley; Rallies; Class officers; Football",ARG-1950-10-27,2073
"October 31st, 1950",1950-10-31,1950," Arnold Air Society (pg 3, c5) | Campus chest (pg 1, c3) | Cannon (pg 1, c3) | Cross-country (pg 4, c7) | Dad's day (pg 1, c8) | Faculty. Department of Geology. University of Idaho (pg 2, c6) | Football - Freshman (pg 4, c4) | Gem of the Mountains (pg 1, c4) | Idaho and U.S. (pg 1, c8) | Photo (pg 1, c2) | Photo (pg 1, c3) | Slates (pg 1, c2) | University of Idaho vs. WSC (pg 1, c6) | University of Idaho vs. WSC (pg 2, c4) | University of Idaho vs. WSC (pg 4, c1) | University of Idaho vs. Wyoming University (pg 4, c3)","Arnold Air Society; Campus chest; Tau Kappa Epsilon (TKE); Intramural track; Dad's day; Scheid, Vernon E.; Football - Freshman; Gem of the Mountains; Distribution of student; Morgan, Janice; Taylor, Jackie; Class officers; Football; Football",ARG-1950-10-31,2074
"November 3rd, 1950",1950-11-03,1950," Buildings and grounds (pg 3, c6) | Campus chest (pg 1, c7) | Composed of Greek and Independent Caucus members (pg 2, c3) | Dad's day (pg 1, c8) | Debate, Men's Intramural (pg 1, c6) | Football - Freshman (pg 4, c5) | Government (pg 3, c4) | Livestock judging team (pg 1, c6) | Phi Mu Alpha (pg 3, c3) | Photo (pg 1, c1) | Photo (pg 1, c2) | Photo (pg 1, c3) | Photo (pg 1, c4) | Photo (pg 1, c5) | Photo (pg 1, c6) | Photo (pg 1, c7) | Photo (pg 1, c8) | Rallies (pg 1, c3) | Sigma Alpha Iota (pg 3, c3) | Slates (pg 1, c4) | Statistics (pg 4, c3) | University of Idaho - Expansion (pg 3, c6) | University of Idaho vs. Wyoming University (pg 4, c2)","Buildings and grounds; Campus chest; Coalition Board; Dad's day; Debate, Men's Intramural; Football - Freshman; Student union building; Livestock judging team; Phi Mu Alpha; Baxter, Vern; Mays, Bob; Morgan, Janice; Rowberry, Joan; Taylor, Jackie; Brown, John; Mullins, Bill; Jayne, Ben; LeDuc, Rich; Tallant, Jim; Agricultural Science building; Fray, Bill; Beguhl, Marvin; Colquitt, Ray; Block, King; Chadband, Jim; Rallies; Sigma Alpha Iota; Class officers; Football; University of Idaho - Expansion; Football",ARG-1950-11-03,2075
"November 7th, 1950",1950-11-07,1950," Agricultural Science building (pg 1, c6) | Air Force ROTC (pg 3, c4) | Alumni (pg 1, c5) | ASUI-Budget (pg 1, c4) | Campus chest (pg 1, c8) | City of Moscow - prices (pg 1, c1) | Dad's day (pg 1, c4) | Debate, Women's Intramural (pg 1, c3) | Rallies (pg 1, c6) | University of Idaho - Expansion (pg 2, c5) | University of Idaho vs. Oregon State College (pg 4, c6) | University of Idaho vs. Wyoming University (pg 4, c1)","Agricultural Science building; Air Force ROTC; Alumni; ASUI-Budget; Campus chest; City of Moscow - prices; Dad's day; Debate, Women's Intramural; Rallies; University of Idaho - Expansion; Football",ARG-1950-11-07,2076
"November 10th, 1950",1950-11-10,1950," Ag Bawl (pg 1, c3) | Arnold Air Society (pg 3, c3) | Campus chest (pg 1, c5) | Debate team (pg 1, c2) | Debate, Men's Intramural (pg 1, c2) | Debate, Women's Intramural (pg 1, c3) | Football - Freshman (pg 4, c2) | Fullbright (pg 2, c3) | Intramural Swimming (pg 4, c5) | Junior varsity games (pg 4, c3) | Phi Mu Alpha (pg 3, c5) | Photo (pg 1, c2) | Rodeo (Vandal riders) (pg 1, c7) | Statistics (pg 4, c2) | Student directory (pg 1, c3) | U of I president, 1946-1954. Photo (pg 3, c3) | University of Idaho vs. Oregon State College (pg 4, c4)","Ag Bawl; Arnold Air Society; Campus chest; Debate team; Debate, Men's Intramural; Debate, Women's Intramural; Football - Freshman; Scholarships; Intramural Swimming; Basketball; Phi Mu Alpha; McDevitt, Herman; Taylor, Jackie; Rodeo (Vandal riders); Football; Student directory; Buchanan, Jesse E.; Football",ARG-1950-11-10,2078
"November 14th, 1950",1950-11-14,1950," Ag Bawl (pg 1, c4) | Art student's club (pg 3, c7) | Bench and Bar (pg 3, c3) | Campus chest (pg 1, c3) | Dancing honorary (pg 3, c2) | Debate team (pg 1, c7) | Department of Social Science (pg 1, c5) | Foreign student (pg 3, c2) | Hockey (pg 2, c3) | Library displays (pg 2, c3) | Navy ROTC (pg 3, c3) | Photo (pg 1, c3) | Photo (pg 1, c4) | Photo (pg 2, c4) | Photo (pg 4, c3) | Student directory (pg 1, c6) | Student representation on university committees (pg 1, c2) | UI vs. Boston University (pg 4, c2) | University band (pg 3, c4) | University of Idaho vs. Oregon State College (pg 4, c1) | Vandaleers (pg 3, c5)","Ag Bawl; Attic club; Bench and Bar; Campus chest; Orchesis; Debate team; Department of Social Science; Lange, Willi-Karl; Hockey; Library displays; Navy ROTC; Sigma Alpha Iota; Choules, Bill; Clauser, Barbara; Colquitt, Ray; Student directory; Student representation on university committees; Football; University band; Football; Vandaleers",ARG-1950-11-14,2079
"November 17th, 1950",1950-11-17,1950," Ag Bawl (pg 1, c3) | Air Force ROTC (pg 2, c4) | Boy Scouts of America service fraternity (pg 1, c8) | Forester's club (pg 3, c6) | Hockey (pg 3, c4) | Home Economic club (pg 2, c8) | Madrigal singers (pg 1, c3) | Photo (pg 4, c6) | Sigma Delta Chi (pg 2, c3) | Sigma Gamma Epsilon (pg 1, c6) | Sigma Tau (pg 1, c3) | Student recruitment (pg 1, c2) | Theta Sigma (pg 1, c6) | UI vs. Boston University (pg 4, c4) | Vandaleers (pg 1, c7) | Varsity team (pg 4, c3)","Ag Bawl; Air Force ROTC; Alpha Phi Omega; Forester's club; Hockey; Home Economic club; Madrigal singers; Ogle, Jerry; Sigma Delta Chi; Sigma Gamma Epsilon; Sigma Tau; Student recruitment; Theta Sigma; Football; Vandaleers; Basketball",ARG-1950-11-17,2080
"November 21st, 1950",1950-11-21,1950," Chess tournament (pg 1, c7) | Civil engineering (pg 3, c2) | Debate, Men's Intramural (pg 1, c2) | Faculty housing project (pg 1, c4) | Hockey (pg 3, c4) | Idaho Institute of Christian Education (pg 1, c3) | Personnel (pg 4, c2) | UI vs. Boston University (pg 4, c1) | University of Idaho (pg 4, c2) | Vandal Ski club (pg 3, c7)","Alpha Phi Omega; Civil engineering; Debate, Men's Intramural; Faculty housing project; Hockey; Idaho Institute of Christian Education; Swimming team; Football; Track; Vandal Ski club",ARG-1950-11-21,2082
"November 28th, 1950",1950-11-28,1950," Bridge tournament (pg 3, c4) | Buildings and grounds (pg 1, c4) | Buildings and grounds (pg 2, c5) | Cosmopolitan Club (pg 2, c6) | Director's clinic (pg 1, c8) | Leadership training conference (pg 1, c6) | Peterson, Jacob M. (pg 1, c4) | Phi Alpha Kappa (pg 1, c2) | Photo (pg 4, c4) | Photo (pg 4, c5) | U of I vs. Arizona State (pg 4, c2) | University of Idaho - Expansion (pg 1, c4) | Vandal Ski club (pg 1, c3)","Bridge tournament; Buildings and grounds; Buildings and grounds; Cosmopolitan Club; University band; Leadership training conference; Peterson, Jacob M.; Phi Alpha Kappa; Jenkins, Sam; Chadband, Jim; Wheeler, Bob; Football; University of Idaho - Expansion; Vandal Ski club",ARG-1950-11-28,2087
"December 1st, 1950",1950-12-01,1950," Alpha Zeta (pg 3, c6) | Army ROTC (pg 1, c4) | Coaching staff, U of I. Photo (pg 1, c2) | Debate, Men's Intramural (pg 1, c7) | Delta Mu (pg 3, c3) | Enrollment - University of Idaho (pg 1, c6) | Freshman team (pg 4, c3) | Golf course (pg 1, c8) | Holly Week (pg 1, c5) | National Home Economic honorary (pg 1, c4) | Navy ROTC (pg 2, c2) | Opera - Cavalleria Rusticana (pg 1, c7) | Photo (pg 1, c2) | Photo (pg 4, c6) | Statistics (pg 4, c1) | Vandal Ski club (pg 3, c7) | Varsity team (pg 4, c4) | Varsity team vs. Idaho State College (pg 4, c2)","Alpha Zeta; Army ROTC; Howell, Dixie; Debate, Men's Intramural; Delta Mu; Enrollment; Basketball; Golf course; Holly Week; Phi Upsilon Omicron; Navy ROTC; Opera - Cavalleria Rusticana; Fray, Bill; Ringe, Don; Reed, Dick; Football; Vandal Ski club; Basketball; Boxing; Basketball",ARG-1950-12-01,2088
"December 5th, 1950",1950-12-05,1950," Art student's club (pg 1, c8) | Bench and Bar (pg 1, c7) | Benefit basketball game helps to pay for hospital bills (pg 1, c1) | Cosmopolitan Club (pg 2, c4) | Debate team (pg 1, c5) | Faculty, School of Forestry, U of I (pg 2, c6) | Faculty. Coach staff. University of Idaho (pg 4, c4) | Faculty. Department of Home economics. U of I (pg 3, c4) | Faculty. Department of Music. U of I (pg 2, c2) | Faculty. Department of Social Science . Dean of Letters and Sciences (pg 1, c4) | Freshman team (pg 4, c2) | Goulder, Clarice (pg 1, c7) | Gymnastics - meets (pg 4, c8) | Holly Week (pg 1, c2) | Leadership training conference (pg 1, c2) | Opera - Cavalleria Rusticana (pg 1, c8) | Photo (pg 4, c5) | Photo (pg 4, c6) | Religions emphasis week (pg 1, c7) | Ski team (pg 4, c3) | Vandal flying club (pg 1, c6) | Varsity team vs. Idaho State College (pg 4, c1)","Attic club; Bench and Bar; Choules, Bill; Cosmopolitan Club; Debate team; Jeffers, D.S.; Ramsey, Herschel (Red); Magruder, Lucille; Lockery, Glen R.; Martin, Boyd A.; Basketball; Goulder, Clarice; Gymnastics - meets; Holly Week; Leadership training conference; Opera - Cavalleria Rusticana; Tallant, Jim; Mead, Herbert; Religions emphasis week; Ski team; Vandal flying club; Basketball",ARG-1950-12-05,2083
"December 8th, 1950",1950-12-08,1950," American Society of Mechanical Engineers (pg 2, c5) | Benefit basketball game helps to pay for hospital bills (pg 1, c4) | Education honorary (pg 3, c6) | Football team (pg 4, c5) | Freshman team (pg 4, c1) | Future teacher of America (pg 1, c3) | Leadership training conference (pg 1, c8) | Lutheran Student's Association (pg 3, c6) | Photo (pg 1, c2) | Photo (pg 1, c3) | Photo (pg 1, c4) | Photo (pg 1, c5) | Photo (pg 1, c6) | Photo (pg 4, c2) | Practice court (pg 1, c5) | Record broken (pg 4, c3) | Ski school (pg 3, c4) | Student recruitment (pg 1, c6) | Student's chamber of commerce (pg 1, c5) | Vandal flying club (pg 1, c5) | Vandaleers (pg 1, c3) | Varsity team vs. Montana State University, Bozeman (pg 4, c3)","American Society of Mechanical Engineers; Choules, Bill; Kappa Delta Pi; Football team; Basketball; Future teacher of America; Leadership training conference; Lutheran Student's Association; Erickson, Carol; Weitz, Nancy; Schumann, Willa; Tate, Suzanne; Bertrand, Genette; Mather, Bill; College of Law; Swimming team; Women's recreational Association (WRA); Student recruitment; Business Administration, College of; Vandal flying club; Vandaleers; Basketball",ARG-1950-12-08,2084
"December 12th, 1950",1950-12-12,1950," Associated Women Students (pg 3, c3) | Benefit basketball game helps to pay for hospital bills (pg 1, c1) | Board bill (pg 2, c6) | Bridge tournament (pg 3, c5) | Dancing honorary (pg 1, c3) | Delta Mu (pg 3, c3) | Freshman team (pg 4, c5) | Holly Week (pg 1, c8) | Leadership training conference (pg 1, c4) | Navy ROTC - Rifle team (pg 1, c1) | Photo (pg 1, c7) | Spurs (pg 3, c3) | Student recruitment (pg 1, c4) | Vandaleers (pg 1, c7) | Varsity team vs. Gonzaga University (pg 4, c5) | Varsity team vs. Montana State University, Bozeman (pg 4, c4) | Varsity team vs. Phillips 66 (pg 4, c1)","Associated Women Students; Choules, Bill; Dormitories; Bridge tournament; Orchesis; Delta Mu; Basketball; Holly Week; Leadership training conference; Navy ROTC - Rifle team; Opera - Cavalleria Rusticana; Spurs; Student recruitment; Vandaleers; Basketball",ARG-1950-12-12,2085
"December 15th, 1950",1950-12-15,1950," Alumni - Sons and daughters who come to Idaho (pg 5, c2) | Atomic Energy Conference (pg 3, c6) | Benefit basketball game helps to pay for hospital bills. Photos (pg 1, c6) | Bridge tournament (pg 4, c2) | Butler, John L. (pg 5, c3) | Campus Humor magazine (pg 1, c1) | City of Moscow - weather (pg 5, c8) | Dancing honorary (pg 1, c5) | Freshman team (pg 6, c2) | Gifts to University of Idaho (pg 1, c7) | Holly Week (pg 1, c8) | Idaho Institute of Christian Education (pg 3, c3) | KUOI (pg 3, c2) | Navy ROTC (pg 4, c1) | Phi Gamma Mu (pg 3, c5) | Photo (pg 1, c8) | Photo (pg 5, c2) | Rodeo club (pg 5, c2) | Ski school (pg 5, c2) | Travel service (pg 1, c2) | Vandaleers (pg 1, c3) | Varsity team vs. Colorado A and M (pg 6, c4) | Varsity team vs. Denver Chevrolet (pg 6, c2) | Varsity team. Photo (pg 6, c4)","Alumni - Sons and daughters who come to Idaho; Atomic Energy Conference; Choules, Bill; Bridge tournament; Butler, John L.; BLOT; City of Moscow - weather; Orchesis; Basketball; Gifts to University of Idaho; Holly Week; Idaho Institute of Christian Education; KUOI; Navy ROTC; Phi Gamma Mu; Schumann, Willa; Greene, George; Vandal riders; Women's recreational Association (WRA); Travel service; Vandaleers; Basketball; Boxing",ARG-1950-12-15,2086
"January 9th, 1951",1951-01-09,1951," Christmas tour (pg 4, c2) | Curriculum (pg 3, c3) | Director, Alumni Relations (pg 1, c6) | Engineers ball (pg 1, c6) | Freshman team (pg 4, c5) | Gate receipts (pg 4, c4) | Gifts to University of Idaho (pg 1, c5) | Killsgaard, Carl (pg 4, c7) | Moscow Parent-Teacher Association (pg 1, c5) | R.O.T.C. credit requirement (pg 1, c3) | Ski team (pg 4, c3) | University Symphony orchestra (pg 1, c4) | Varsity team vs. Oregon State College, Corvallis (pg 4, c2) | Varsity team vs. Washington State College (pg 4, c3)","Basketball; Summer school; Lyle, James; Engineers ball; Football; Gifts to University of Idaho; Killsgaard, Carl; Scholarships; R.O.T.C. credit requirement; Ski team; University Symphony orchestra",ARG-1951-01-09,2493
"January 12th, 1951",1951-01-12,1951," Associated Women Students (pg 1, c2) | Athletic Awards (pg 4, c4) | Automobile stickers (pg 1, c2) | Cadet commissions (pg 1, c5) | Crusade for Freedom (pg 1, c2) | Debate team (pg 1, c4) | Engineers ball (pg 1, c3) | Fraternities and sorority rush (pg 1, c1) | Freshman team (pg 4, c2) | Little International (pg 3, c2) | Meets (pg 4, c6) | Photo (pg 1, c4) | Religions emphasis week (pg 1, c7) | Sponsored by the Intercollegiate Knights (pg 1, c7) | Student recruitment (pg 1, c6) | U of I president, 1946-1954 (pg 1, c6) | University Symphony orchestra (pg 1, c6) | Varsity team vs. Washington State College (pg 4, c4) | Vocation (pg 1, c6)","Associated Women Students; Athletic Awards; Automobile stickers; Army ROTC; Crusade for Freedom; Debate team; Engineers ball; Fraternities and sorority rush; Basketball; Little International; Swimming; Blewett, Aaron E.; Blewett, Rex; Religions emphasis week; Book Exchange; Student recruitment; Buchanan, Jesse E.; University Symphony orchestra; Vocation",ARG-1951-01-12,2489
"January 16th, 1951",1951-01-16,1951," Agriculture Club (pg 1, c2) | All University Day (pg 1, c6) | ASUI-Talent file (pg 1, c4) | Audio-visual aids (pg 1, c7) | Buildings and grounds (pg 1, c7) | City of Moscow - weather (pg 1, c3) | Debate team (pg 1, c2) | Freshman team (pg 4, c1) | Freshmen team vs. WSC freshmen (pg 4, c1) | Home Economic club (pg 1, c2) | Library (pg 1, c7) | Meets (pg 4, c3) | Pennell, Fred (Fred the cop) (pg 3, c2) | Phi Alpha Kappa (pg 1, c4) | Theophilus, Donald Jr. (pg 3, c4) | Theta Sigma (pg 1, c2) | University singers (pg 1, c8) | Varsity team vs. Washington State College (pg 4, c1)","Agriculture Club; All University Day; ASUI-Talent file; Audio-visual aids; Buildings and grounds; City of Moscow - weather; Debate team; Basketball; Home Economic club; Library; Swimming; Pennell, Fred (Fred the cop); Phi Alpha Kappa; Theophilus, Donald Jr.; Theta Sigma; University singers",ARG-1951-01-16,2491
"January 19th, 1951",1951-01-19,1951," Air Force ROTC (pg 1, c1) | Bridge tournament (pg 3, c2) | Campus chest (pg 1, c3) | Fraternities and sorority rush (pg 1, c2) | Freshman team (pg 4, c6) | Inter-Church council (pg 1, c2) | Meets (pg 4, c4) | Photo (pg 1, c4) | Photo (pg 1, c5) | Photo (pg 1, c6) | Photo (pg 4, c5) | Sigma Delta Chi (pg 1, c6) | Sponsored by the Intercollegiate Knights (pg 2, c1) | Staff (pg 1, c8) | Underdahl, Conrad R. (pg 2, c3) | Varsity team vs. Oregon State College, Corvallis (pg 4, c1) | Westminister forum (pg 2, c3) | Women's business honorary (pg 1, c2)","Air Force ROTC; Bridge tournament; Campus chest; Fraternities and sorority rush; Basketball; Inter-Church council; Swimming; Wheeler, Bob; Jenkins, Sam; Gartin, Bob; Dollinger, Stewart; Sigma Delta Chi; Book Exchange; The Idaho Argonaut; Underdahl, Conrad R.; Basketball; Westminister forum; Phi Chi Theta",ARG-1951-01-19,2494
"January 23rd, 1951",1951-01-23,1951," Army ROTC (pg 2, c5) | Army ROTC (pg 3, c2) | Board bill (pg 1, c6) | Cheating (pg 2, c4) | Courses in religion (pg 3, c3) | Faculty, Department of geology. University of Idaho (pg 1, c7) | Faculty. Coaching staff. University of Idaho. Photo (pg 4, c3) | Faculty. Department of Physical Education. U of I (pg 1, c6) | Faculty. U of I. Photo (pg 1, c5) | Freshman team (pg 4, c5) | Idaho Institute of Christian Education (pg 3, c2) | Library displays (pg 1, c7) | Meets (pg 4, c6) | Orientation of freshmen (pg 1, c2) | Photo (pg 1, c7) | Photo (pg 4, c3) | Registration - Procedure (pg 1, c7) | Sponsored by the Intercollegiate Knights (pg 1, c2) | Staff (pg 1, c8) | Students and faculty (pg 2, c4) | Varsity team vs. Oregon State College, Corvallis (pg 4, c3) | Varsity team vs. University of Washington (pg 4, c1)","Army ROTC; Dormitories; Cheating; Courses in religion; Travis, Russell B.; Smith, Arthur L.; McFarlane, Sterling; Mayfield, Darwin; Basketball; Idaho Institute of Christian Education; Library displays; Swimming; Orientation of freshmen; Johnson, Bert; Morrison, Dwight; Registration - Procedure; Book Exchange; The Idaho Argonaut; Disciplinary board",ARG-1951-01-23,2492
"January 30th, 1951",1951-01-30,1951," Campus chest (pg 1, c3) | Center for law school admission test (pg 3, c2) | Gymnastics - meets (pg 4, c6) | KUOI - Program schedule (pg 3, c4) | Mucker's ball (pg 1, c2) | Registration - Procedure (pg 1, c8) | Religions emphasis week (pg 3, c2) | Staff. Photo (pg 1, c2) | U of I president, 1946-1954 (pg 1, c6) | University of Idaho - History (pg 1, c2) | Vandal flying club (pg 2, c3) | Varsity team vs. University of Washington (pg 4, c1)","Campus chest; College of Law; Gymnastics - meets; KUOI - Program schedule; Mucker's ball; Registration - Procedure; Religions emphasis week; The Idaho Argonaut; Buchanan, Jesse E.; University of Idaho - History; Vandal flying club; Basketball",ARG-1951-01-30,2487
"February 2nd, 1951",1951-02-02,1951," Blue Key -Talent show (pg 1, c3) | Bridge tournament (pg 3, c3) | Curriculum (pg 3, c4) | Elections (pg 1, c7) | Faculty, U of I. Photo (pg 2, c4) | Fraternities and sorority rush (pg 1, c2) | KUOI (pg 1, c4) | Number enrolled in the various schools of the university (pg 1, c8) | Religions emphasis week (pg 2, c4) | University concert band (pg 1, c6)","Blue Key -Talent show; Bridge tournament; Curriculum; Associated Women Students; Baker, William H.; Fraternities and sorority rush; KUOI; Enrollment; Religions emphasis week; University concert band",ARG-1951-02-02,2488
"February 6th, 1951",1951-02-06,1951," Air Force ROTC (pg 2, c4) | Annex (pg 1, c3) | Blue Key -Talent show (pg 1, c2) | Enrollment - University of Idaho (pg 1, c8) | Experiment stations - conference (pg 2, c7) | Faculty, U of I secretarial studies (pg 3, c3) | Freshman team (pg 4, c1) | Gymnastics - shows (pg 4, c6) | International relations club (pg 1, c7) | Meets (pg 2, c4) | Mucker's ball (pg 1, c6) | National Student's Association (NSA) (pg 1, c6) | Orientation of freshmen (pg 1, c8) | Sponsored by the Intercollegiate Knights (pg 1, c5) | University concert band (pg 1, c3) | University of Idaho - Expansion (pg 1, c3) | Varsity team vs. University of Oregon, Eugene (pg 4, c1)","Air Force ROTC; Administration building (1907-; Blue Key -Talent show; Enrollment; Experiment stations - conference; DeLancey, Opal; Basketball; Gymnastics - shows; International relations club; Swimming; Mucker's ball; National Student's Association (NSA); Orientation of freshmen; Book Exchange; University concert band; University of Idaho - Expansion",ARG-1951-02-06,2490
"February 9th, 1951",1951-02-09,1951," Blue Key -Talent show (pg 1, c6) | Davis, Tine W. (pg 2, c3) | Elections (pg 1, c2) | Enrollment - University of Idaho (pg 1, c5) | Gymnastics - shows (pg 1, c3) | KUOI (pg 1, c8) | Mucker's ball (pg 1, c3) | Photo (pg 1, c2) | Photo (pg 3, c3) | Photo (pg 4, c4) | Staff (pg 1, c8) | Winter Carnival (pg 1, c4)","Blue Key -Talent show; Davis, Tine W.; Associated Women Students; Enrollment; Gymnastics - shows; KUOI; Mucker's ball; Tivey, DeForrest; Moats, William L.; McMullen, Terry; Gem of the Mountains; Winter Carnival",ARG-1951-02-09,2495
"February 13th, 1951",1951-02-13,1951," Debate team (pg 1, c6) | Freshman team (pg 4, c5) | Meets (pg 3, c4) | Newspaper distributed by the Independent caucus (pg 1, c4) | Photo (pg 1, c2) | Photo (pg 1, c3) | Spurs (pg 1, c7) | Staff photo (pg 1, c5) | Varsity team vs. Oregon State College, Corvallis (pg 4, c4) | Winter Carnival (pg 1, c4) | Withdrawal of students (pg 2, c5)","Debate team; Basketball; Swimming; Idaho independent; Orazem, Virginia; Davis, Tine W.; Spurs; KUOI; Winter Carnival; Withdrawal of students",ARG-1951-02-13,2496
"February 16th, 1951",1951-02-16,1951," Blue Key -Talent show (pg 1, c8) | Cosmopolitan Club (pg 3, c3) | Elections (pg 1, c2) | Gymnastics - meets (pg 4, c5) | Inter-Church council (pg 3, c5) | KUOI (pg 2, c1) | Photo (pg 1, c2) | Religions emphasis week (pg 1, c7) | Winter Carnival (pg 1, c3)","Blue Key -Talent show; Cosmopolitan Club; Associated Women Students; Gymnastics - meets; Inter-Church council; KUOI; Middleton, John R.; Religions emphasis week; Winter Carnival",ARG-1951-02-16,2497
"February 20th, 1951",1951-02-20,1951," Agriculture Club (pg 3, c2) | Alpha Zeta (pg 3, c2) | ASUI (pg 1, c6) | ASUI-Financial report (pg 1, c6) | Blue Key -Talent show (pg 1, c3) | Bridge tournament (pg 1, c5) | Debate team (pg 1, c7) | Elections (pg 1, c8) | Forester's ball (pg 1, c7) | Gymnastics - meets (pg 4, c2) | Meets (pg 4, c4) | Photo (pg 1, c3) | Religions emphasis week (pg 1, c6) | Skinner, Harold (pg 2, c1) | Spurs (pg 1, c7) | Varsity team vs. University of Washington (pg 4, c1) | Winter Carnival (pg 1, c2)","Agriculture Club; Alpha Zeta; ASUI; ASUI-Financial report; Blue Key -Talent show; Bridge tournament; Debate team; Associated Women Students; Forester's ball; Gymnastics - meets; Swimming; Engineering building (Old); Religions emphasis week; Skinner, Harold; Spurs; Basketball; Winter Carnival",ARG-1951-02-20,2498
"February 23rd, 1951",1951-02-23,1951," Davis brothers (pg 2, c3) | Elections (pg 1, c5) | Forester's ball (pg 1, c2) | Gifts to University of Idaho (pg 3, c3) | Home Economic club (pg 1, c4) | Pershing rifles (pg 3, c4) | Photo (pg 1, c4) | Photo (pg 1, c8)","Scholarships; Associated Women Students; Forester's ball; Gifts to University of Idaho; Home Economic club; Pershing rifles; Fulton, Janet; George, Yvonne; Religions emphasis week",ARG-1951-02-23,2499
"February 27th, 1951",1951-02-27,1951," Air Force ROTC (pg 1, c4) | Alpha Epsilon Delta (pg 1, c7) | Audio-visual aids (pg 1, c3) | Debate team (pg 1, c3) | Faculty. Coaching staff. University of Idaho (pg 4, c2) | Forester's ball (pg 1, c6) | Freshman team (pg 4, c4) | Freshmen team vs. WSC freshmen (pg 4, c4) | Linnenkamp, John Raymond (pg 1, c4) | Loan committee (pg 1, c0) | Meets (pg 4, c1) | Religions emphasis week (pg 1, c8) | Ski team (pg 3, c6) | Varsity team vs. Washington State College (pg 4, c5)","Air Force ROTC; Alpha Epsilon Delta; Audio-visual aids; Debate team; Smith, Arthur L.; Forester's ball; Basketball; Linnenkamp, John Raymond; Student loans; Swimming; Religions emphasis week; Ski team; Basketball",ARG-1951-02-27,2500
"March 2nd, 1951",1951-03-02,1951," Buildings and grounds (pg 2, c3) | Crippled Children's benefit dance (pg 1, c6) | Faculty, coaching staff, U of I (pg 4, c3) | Gem of the Mountains (pg 1, c2) | Photo (pg 1, c7) | Religions emphasis week (pg 1, c3) | Scholarships and Grants (pg 1, c4) | United world federalists (pg 3, c5) | University of Idaho - Expansion (pg 1, c4) | Vandaleers (pg 1, c5) | Water supply (pg 1, c7)","Buildings and grounds; Crippled Children's benefit dance; Harlaw, Gene; Gem of the Mountains; Sessions, Gary O.; Religions emphasis week; Scholarships and grants; United world federalists; University of Idaho - Expansion; Vandaleers; Buildings and grounds",ARG-1951-03-02,2501
"March 6th, 1951",1951-03-06,1951," Associated Women Students (pg 1, c3) | Brink, Carol (pg 1, c2) | Debate team (pg 1, c8) | Freshman women's scholastic honorary. (pg 1, c6) | Gymnastics - meets (pg 4, c7) | Little International (pg 1, c5) | Little International (pg 2, c6) | Navy ROTC (pg 1, c2) | Newman club (pg 1, c3) | Photo (pg 3, c3) | Scholarships and Grants (pg 1, c7) | Secretarial studies (pg 1, c4) | Student directory (pg 1, c5)","Associated Women Students; Brink, Carol; Debate team; Alpha Lambda Delta; Gymnastics - meets; Little International; Navy ROTC; Newman club; Dames Club; Scholarships and grants; Business Administration, College of; Student directory",ARG-1951-03-06,2502
"March 9th, 1951",1951-03-09,1951," Agriculture Club (pg 2, c7) | Alpha Zeta (pg 2, c7) | Alumni - Sons and daughters who come to Idaho (pg 1, c5) | Crippled Children's benefit dance (pg 1, c8) | Infirmary (pg 1, c3) | Little International (pg 2, c6) | Little International (pg 5, c4) | Travel service (pg 1, c2)",Agriculture Club; Alpha Zeta; Alumni - Sons and daughters who come to Idaho; Crippled Children's benefit dance; Infirmary; Little International; Travel service,ARG-1951-03-09,2503
